date_time,country,city,state,shape,summary,lat,lng,location
,,,,,fireworks around 11 p.m. the light crossed over heading awa,,,
4/7/16 23:00,USA,Middleton,ID,Disk,Saw a small blue disk zoom above our head emitting a glowing hazy light and ,43.7068282,-116.6201356,POINT(-116.6201356 43.7068282)
,,,,,an airplane with green lights soon followed the blue saucer,,,
4/7/16 23:00,USA,Post Falls,ID,Sphere,"Three orb shaped objects fly pattern across sky, start packed together and ",47.715147,-116.948065,POINT(-116.948065 47.715147)
,,,,,gradually separate equally.,,,
4/7/16 23:00,USA,Vancouver & Portland,OR,Sphere,Red lights seen twice on same night.,45.6030456,-122.6783623,POINT(-122.6783623 45.6030456)
4/7/16 22:45,USA,Yachats,OR,Circle,Bright purple craft hovered above eastward mountains,44.312756,-124.1049989,POINT(-124.1049989 44.312756)
4/7/16 22:40,USA,Everett,WA,Sphere,2 triangle sphere shaped bright orange objects flying under 500ft across ,47.9673056,-122.2013997,POINT(-122.2013997 47.9673056)
,,,,,Sivler Lake Wa,,,
4/7/16 22:30,USA,Fountain,CO,Oval,"4 of us saw these. I have them on cell phone video posted on my FB page, ",40.125252,-87.2497417,POINT(-87.2497417 40.125252)
,,,,,I'd be happy to share.,,,
4/7/16 22:25,USA,Detour,MI,Unknown,"3 lights (green, red, clear) noticed setting still in the sky for about 1 ",46.0086901,-84.0744323,POINT(-84.0744323 46.0086901)
,,,,,"min.. Moved to the L quickly, stopped. ((anonymous report))",,,
4/7/16 22:20,USA,Bellevue,WA,Unknown,Three objects observed during Bellevue 4th of July fireworks display 2016.,47.6144219,-122.1923371,POINT(-122.1923371 47.6144219)
4/7/16 22:20,USA,Rochester Hills,MI,Disk,Flying object saucer shape with red and green lights seen in Rochester ,42.6583661,-83.1499321,POINT(-83.1499321 42.6583661)
,,,,,"Hills, MI",,,
12/17/16 0:08,USA,Fairfield,CA,Fireball,Large craft chases smaller craft,38.2493581,-122.0399662,POINT(-122.0399662 38.2493581)
11/22/16 11:29,USA,Brooklyn,NY,Circle,Three craft in formation over the Hudson River.,40.64530975,-73.95502293,POINT(-73.9550229275334 40.64530975)
,,,,,,,,
,,,,,The object kept equidistant but spun within the formation. NYC tourism ,,,
,,,,,helicopters w,,,
4/7/16 22:19,USA,Fort Wayne,IN,Cigar,Masala craft coming towards us in the sky just over the Treetops. It looked ,41.0799898,-85.1386014,POINT(-85.1386014 41.0799898)
,,,,,like a fireball but it did not move in a straight line. It,,,
4/7/16 22:19,USA,Fort Wayne,IN,Cigar,Cigar-shaped objects with the orange flame in the front flying in a grid ,41.0799898,-85.1386014,POINT(-85.1386014 41.0799898)
,,,,,pattern.,,,
4/7/16 22:00,USA,Vancouver,WA,Light,Red/Green light hovering over fireworks display.,45.6306954,-122.6744556,POINT(-122.6744556 45.6306954)
4/7/16 22:00,USA,Oswego,IL,Circle,Orange fiery spree threw the night sky! ((anonymous report)),41.6828074,-88.3514595,POINT(-88.3514595 41.6828074)
4/7/16 22:00,USA,Poinciana,FL,Light,"As I was watching tv, I could see the neighbors fireworks going off. As a ",28.1743275,-81.49322314,POINT(-81.4932231390575 28.1743275)
,,,,,green bloom of sparks were falling from the sky I noticed a r,,,
4/7/16 22:00,USA,Roswell,GA,Formation,"Breaking crowd from fireworks, looked in the sky to the left and notice a ",34.02332,-84.3600219,POINT(-84.3600219 34.02332)
,,,,,"formation of orange circles, very distinct formation, stayed",,,
4/7/16 22:00,USA,Pueblo,CO,Cylinder,Two red ligths in vertical position with a green light protruding to the ,38.187635,-104.5350144,POINT(-104.5350144 38.187635)
,,,,,left. Very irregular motion. Fast unusual movements.,,,
4/7/16 22:00,USA,Broomfield,CO,Light,Odd.,39.9379892,-105.0587293,POINT(-105.0587293 39.9379892)
4/7/16 22:00,USA,Buckley,WA,Circle,"Red orbs over Buckley, WA.",47.1622483,-122.0277459,POINT(-122.0277459 47.1622483)
4/7/16 21:45,USA,North Canton,OH,Light,While watching fireworks at Dogwood Park on July 4th I saw a single white ,40.875891,-81.4023355,POINT(-81.4023355 40.875891)
,,,,,light orb floating to the right of the display. It hovered st,,,
11/22/16 11:00,USA,Floral City,FL,Chevron,Pyramid shaped shiny object in sky.,28.7211775,-82.30768441,POINT(-82.3076844146527 28.7211775)
4/7/16 21:45,USA,Jacobus,PA,Disk,"Green then Red light hanging out over Jacobus, PA, fireworks.",39.8831558,-76.7105244,POINT(-76.7105244 39.8831558)
4/7/16 21:45,USA,Westbrook,ME,Sphere,"Blueish white sphere, no sounds even when directly overhead, brightened, ",43.6770252,-70.3711616,POINT(-70.3711616 43.6770252)
,,,,,"dimmed, then disappeared.",,,
4/7/16 21:45,USA,Windsor,CO,Cone,4 crafts appear with green spinning bottom and purple tops with red lights. ,43.5480465,-72.5944538,POINT(-72.5944538 43.5480465)
,,,,,Slowly appeared in sky moved to left then slowly glide stra,,,
4/7/16 21:37,USA,Joliet,IL,Cigar,cigar shape light glowing blue with white lights on right side and left ,41.525031,-88.0817251,POINT(-88.0817251 41.525031)
,,,,,side white with lights,,,
4/7/16 21:30,USA,Janesville,WI,Sphere,Ufo seen by 5 witnesses.,42.7151854,-88.9907742,POINT(-88.9907742 42.7151854)
4/7/16 21:30,USA,Lake Charles,LA,Sphere,orange-red dim orb that flies fast.,30.2265949,-93.2173758,POINT(-93.2173758 30.2265949)
4/7/16 21:30,USA,Frankfort,KY,Light,"Three orange lights flying from west to east over Frankfort, Kentucky on ",38.2009055,-84.8732835,POINT(-84.8732835 38.2009055)
,,,,,"Forth of July, 2016",,,
4/7/16 21:30,USA,Indianapolis,IN,Sphere,Saw small glowing red spheres on the 4th of July in Indianapolis. ,39.7683331,-86.1583501,POINT(-86.1583501 39.7683331)
,,,,,(Definitley not lanterns or flares.),,,
4/7/16 21:30,USA,Spring Hill,FL,Circle,Round lighted object with orange flames in middle. No sound.Traveling from ,28.5558273,-82.4503731,POINT(-82.4503731 28.5558273)
,,,,,west to east in a straight line. Saw it for about 1 minute t,,,
4/7/16 21:30,USA,Parker,CO,Circle,"2 Orange globes, smooth steady speed. 2nd group of 5 objects,sighting more ",32.7599475,-97.7935766,POINT(-97.7935766 32.7599475)
,,,,,changes in formation. But seemed to hover at times,,,
11/22/16 7:50,USA,Jarrettsville,MD,Diamond,4 fire like orbs were seen disappearing and reappearing for 40 minutes in ,39.60455,-76.4777421,POINT(-76.4777421 39.60455)
,,,,,"Jarrettsville, MD. ((anonymous report))",,,
4/7/16 21:30,USA,South Elgin,IL,Sphere,My family witnessed about 20 or more orange lights in the sky.... not too ,41.9941938,-88.2922995,POINT(-88.2922995 41.9941938)
,,,,,high up. They looked like they were hovering bot not moving,,,
4/7/16 21:20,USA,Sebring,FL,Circle,((HOAX??)) Never saw anything like it.,27.4957453,-81.4410424,POINT(-81.4410424 27.4957453)
4/7/16 21:20,USA,Lena,MS,Cylinder,We were watching the Lena fireworks from a nearby field from a parked ,32.594305,-89.6120171,POINT(-89.6120171 32.594305)
,,,,,truck.... we saw a small red glowing cylinder moving fairly quick,,,
4/7/16 21:15,USA,Spring Hill,FL,Circle,Round object orange and red in color with flame in middle traveling from ,28.5558273,-82.4503731,POINT(-82.4503731 28.5558273)
,,,,,West to east...saw for about 1 min then disappeared,,,
4/7/16 21:15,USA,Santa Barbara,CA,Light,Mysterious green light seen during fireworks celebration.,34.4221319,-119.7026672,POINT(-119.7026672 34.4221319)
4/7/16 21:15,USA,State College,PA,Unknown,"During 4th of July Fireworks, a light approached the fireworks from the ",40.794026,-77.8606974,POINT(-77.8606974 40.794026)
,,,,,west. It was raining lightly at the time and the clouds were l,,,
4/7/16 21:15,USA,Spring Hill,FL,Circle,Round lighted object with orange flames in middle. No sound.Traveling from ,28.5558273,-82.4503731,POINT(-82.4503731 28.5558273)
,,,,,west to east in a straight line. Saw it for about 1 minute t,,,
4/7/16 21:12,USA,Hawthorne,CA,Rectangle,A strange formation of lights flew low over an LA suburb.,33.911454,-118.3481599,POINT(-118.3481599 33.911454)
4/7/16 21:12,USA,Colorado Springs,CO,Unknown,Green flashes seen above Colorado Springs.,38.8339578,-104.8253484,POINT(-104.8253484 38.8339578)
4/7/16 21:00,USA,El Mirage,AZ,Circle,"Round orb purple haze around it with red in the middle , moved vary quickly ",33.6130338,-112.3244865,POINT(-112.3244865 33.6130338)
,,,,,"down and to the left and hovered there ,seen it for maybe 1",,,
11/22/16 7:00,USA,Gainesville,GA,Other,One object with bright white lights remained still for about thirty minuts,34.2978794,-83.8240662,POINT(-83.8240662 34.2978794)
4/7/16 21:00,USA,Davenport,FL,Circle,Pale dim white and blue lights.,28.1614046,-81.6017416,POINT(-81.6017416 28.1614046)
4/7/16 21:00,USA,Elk Grove,CA,Circle,2 high altitude objects perform amazing maneuvers.,38.4087993,-121.3716177,POINT(-121.3716177 38.4087993)
4/7/16 21:00,USA,St. James,NY,Light,2 dark red round objects seen by 2 persons.,40.8789871,-73.1567777,POINT(-73.1567777 40.8789871)
4/7/16 21:00,USA,Summersville,WV,Unknown,Reddish-orange object floating above 4th of July crowd.,38.2812203,-80.852598,POINT(-80.852598 38.2812203)
4/7/16 21:00,USA,Brookfield,WI,Circle,The object seeing before by me (last 4th of July - 2015) a round bright ,43.0605671,-88.1064786,POINT(-88.1064786 43.0605671)
,,,,,green light that goes up in the air probably 100 floors height.,,,
4/7/16 21:00,USA,Warren,OH,Triangle,"((NUFORC Note: Witness, who elects to remain totally anonymous, provides no ",41.237557,-80.8184169,POINT(-80.8184169 41.237557)
,,,,,information. PD)),,,
4/7/16 20:45,USA,Dothan,AL,Circle,Orange round object.,31.2232313,-85.3904888,POINT(-85.3904888 31.2232313)
4/7/16 20:30,USA,Viera,FL,Sphere,"Small red sphere breifly observed changing size, color, and intensity ",28.2494752,-80.7417354,POINT(-80.7417354 28.2494752)
,,,,,before disappearing,,,
4/7/16 20:30,USA,Port Washington,WI,Triangle,"Brilliant orange ""power"" lights; one word description would have to be ",43.3872247,-87.8756439,POINT(-87.8756439 43.3872247)
,,,,,"""roiling,"" or ""liquid.""",,,
4/7/16 20:30,USA,Viera,FL,Sphere,"Red sphere seen changing color, intensity and size",28.2494752,-80.7417354,POINT(-80.7417354 28.2494752)
11/22/16 5:20,USA,San Diego,CA,Sphere,It was a white glowing sphere. It was traveling from West to north east. I ,32.7174209,-117.1627713,POINT(-117.1627713 32.7174209)
,,,,,"lost track of what happened next, it disappeared from sky. C",,,
4/7/16 20:00,USA,Zephyrhills,FL,Fireball,"Stepped outside to witness fireworks, I noticed a orange ball off fire ",28.2336196,-82.1811946,POINT(-82.1811946 28.2336196)
,,,,,enetering from the north and heading south for 2 minutes.,,,
4/7/16 20:00,USA,Tyngsboro,MA,Disk,There were small flying objects going toward and away from a large saucer ,42.630054,-71.4395789,POINT(-71.4395789 42.630054)
,,,,,shaped ufo. ((anonymous report)),,,
4/7/16 20:00,USA,San Gabriel,CA,Changing,"Hovering 2 red lights, one green on the rear completely still, then rapid ",34.0991325,-118.108604,POINT(-118.108604 34.0991325)
,,,,,ascent.,,,
4/7/16 20:00,USA,Salem,NH,Light,Saw a red/orange ball of light slowly pass overhead. I know it had nothing ,42.7884226,-71.2008932,POINT(-71.2008932 42.7884226)
,,,,,"to do with fireworks. I did not see any solid shape, just an",,,
4/7/16 20:00,USA,Fort Collins,CO,Light,Green light in sky with strange flight patterns.,40.5508527,-105.0668084,POINT(-105.0668084 40.5508527)
4/7/16 20:00,USA,Fort Collins,CO,Circle,Orange color. Went straight up and stopped.i got ten seconds video on my ,40.5508527,-105.0668084,POINT(-105.0668084 40.5508527)
,,,,,phone then went to the telescope to look at it. Daughter in,,,
4/7/16 20:00,USA,Point Mugu,CA,Circle,Was above the Military Base Point Magu Watching the forth of July fireworks,34.0993549,-119.0905057,POINT(-119.0905057 34.0993549)
4/7/16 19:00,USA,El Paso,TX,Light,Fast moving star like vessel. ((anonymous report)),31.8111305,-106.5013493,POINT(-106.501349295577 31.8111305)
4/7/16 15:00,USA,Orlando,FL,Cylinder,While relaxing in the pool w/family I was watching the con trail of an ,28.5479786,-81.41278409,POINT(-81.4127840856302 28.5479786)
,,,,,"aircraft traveling North, at that time an object appeared seemin",,,
4/7/16 14:30,USA,East Grand Forks,MN,Fireball,2 fire balls in Jaws as rescently reported to Peter. After the right to ,47.9317394,-97.0173553,POINT(-97.0173553 47.9317394)
,,,,,"left after the commercial it shows the boat at a distance, fro",,,
11/22/16 4:45,USA,Scarborough,ME,Flash,For unforeseen delays I was at least an half hour to 45 minutes behind ,43.59622635,-70.33005558,POINT(-70.3300555789045 43.59622635)
,,,,,schedule. ((anonymous report)),,,
4/7/16 12:00,USA,Putnam,CT,Sphere,Outside of my house looking up at a clear day no clouds. We saw a 3 spheres ,41.0339615,-73.6252492,POINT(-73.6252492 41.0339615)
,,,,,rotating together in one shaped object circle.,,,
,,,,,,,,
,,,,,You can s,,,
4/7/16 10:00,USA,Cynthiana,KY,Diamond,((NUFORC Note: No information provided by witness. PD)),38.3903526,-84.2941012,POINT(-84.2941012 38.3903526)
4/7/16 3:30,CANADA,Nanaimo,BC,Unknown,"I went outside for a smoke, looked up to admire stars...and I saw a star ",49.1637659,-123.9379792,POINT(-123.9379792 49.1637659)
,,,,,darting in and out.....drifting too fast.,,,
4/7/16 3:00,USA,Sarcoxie,MO,Unknown,Bright light beams scan interior of house for two hours on July 4,37.0692266,-94.1166042,POINT(-94.1166042 37.0692266)
4/7/16 1:00,USA,Sterling,MI,Light,Were watching what we thought was a satellite when its intensity ,41.788642,-89.6962193,POINT(-89.6962193 41.788642)
,,,,,brightened. ((NUFORC Note: Possible Iridium satellite? PD)),,,
4/7/16 0:04,USA,Syracuse,NY,Disk,Two stationery orange disk shaped flying objects moving around each other ,43.0481221,-76.1474243,POINT(-76.1474243 43.0481221)
,,,,,before they disappeared.,,,
4/7/16 0:00,USA,Union,MO,Circle,This photo was taken by a black and white game camera. There were over 20 ,38.4500517,-91.0084761,POINT(-91.0084761 38.4500517)
,,,,,pictures on the disk. It has a timer that takes pictures ever,,,
3/7/16 23:30,USA,Lakewood,CO,Circle,Circular gold craft with pulsating orange and red light dead center.,39.6311085,-105.1100581,POINT(-105.11005808223 39.6311085)
3/7/16 23:21,USA,Fitchburg,WI,Oval,Orange light observed in Fitchburg sky,43.0024346,-89.4234536,POINT(-89.4234536 43.0024346)
3/7/16 23:20,USA,Palm Harbor,FL,Circle,Sitting by my pool. Saw 2 orange round Fireballs in the sky moving around ,28.0856815,-82.7569069,POINT(-82.7569068974296 28.0856815)
,,,,,strangely. Grabbed my phone to go out of the screen in enclos,,,
11/22/16 2:30,USA,Bismarck,ND,Circle,Rolla.,46.8083268,-100.7837391,POINT(-100.7837391 46.8083268)
3/7/16 23:00,USA,Bath,PA,Circle,I saw a green round light out by our pole building. I got my Fiance and we ,40.726519,-75.393491,POINT(-75.393491 40.726519)
,,,,,got on our golf cart and went around building it wasn't the,,,
3/7/16 23:00,USA,Newark,NJ,Fireball,Red floating orb for sure not craft or fireworks,40.735657,-74.1723666,POINT(-74.1723666 40.735657)
3/7/16 23:00,USA,Stillwater,MN,Fireball,"A bright orange and red craft (fireball) moved in night sky, approx 10 ",45.0564041,-92.8134981,POINT(-92.8134981 45.0564041)
,,,,,minute duration. Until finally disappearing into night sky.,,,
3/7/16 23:00,USA,Parker,CO,Fireball,One golden orb moving aprx speed of a plane but a non blinking golden glow. ,32.7599475,-97.7935766,POINT(-97.7935766 32.7599475)
,,,,,Followed by 3 orbs same size in a triangular formation. Ano,,,
3/7/16 23:00,USA,Jacksonville,FL,Circle,A floating ball of light that zig-zag's at light speed leaving a light ,30.3321838,-81.6556509,POINT(-81.6556509 30.3321838)
,,,,,trail.,,,
3/7/16 23:00,USA,Buford,GA,Triangle,3 big round lights in the shape of triangle over Lake Lanier. ((anonymous ,34.1206564,-84.0043512,POINT(-84.0043512 34.1206564)
,,,,,report)),,,
3/7/16 22:45,USA,Cleveland,OH,Light,"A bright red light appeared very quickly, stopped abruptly and then sped ",41.5051613,-81.6934445,POINT(-81.6934445 41.5051613)
,,,,,away upward into the sky.,,,
3/7/16 22:35,USA,Weston,FL,Fireball,"We saw two bright fireballs in the sky, which later disappeared very ",26.103632,-80.40310188,POINT(-80.403101881737 26.103632)
,,,,,quickly. ((anonymous report)),,,
3/7/16 22:30,USA,Matteson,IL,Light,My friend and II saw altogether 9 glowing bright orange orbs in the sky.,41.509832,-87.7392669,POINT(-87.7392669 41.509832)
3/7/16 22:30,USA,Castle Rock,CO,Sphere,3 red/amber orbs observed travelling seperatley about 1 minute apart with a ,39.3726585,-104.8584263,POINT(-104.8584263 39.3726585)
,,,,,Denver heading,,,
11/21/16 23:35,USA,Key Colony Beach,FL,Light,I saw what appeared to be lights outside that lit up and cast shadows on my ,24.7209744,-81.0186826,POINT(-81.0186826 24.7209744)
,,,,,front door’s window. ((NUFORC Note: Meteor?? PD)),,,
3/7/16 22:30,USA,Bronx,NY,Light,We have never experienced something so strange. Just the way it moved has ,40.85703325,-73.83669606,POINT(-73.8366960598775 40.85703325)
,,,,,me scratching my head.,,,
3/7/16 22:30,USA,Pequea,PA,Light,4 orange spheres over Pequea PA,39.8881566,-76.3671829,POINT(-76.3671829 39.8881566)
3/7/16 22:20,USA,Millville,NJ,Light,"The 4 objects came one at a time, they were red balls of light that moved ",39.4020593,-75.0393367,POINT(-75.0393367 39.4020593)
,,,,,"behind trees, stopped, and disappeared, about a minute later,",,,
3/7/16 22:15,USA,Cranston,RI,Oval,"Four bright orange orbs drifted in the Eastern sky over Cranston,RI at ",41.7809588,-71.4371256,POINT(-71.4371256 41.7809588)
,,,,,10:15 pm on July 3rd.,,,
3/7/16 22:10,USA,Central Upper,MI,Triangle,Three yellow lights form a triangle in the U.P. night sky.,47.4071372,-88.2028491,POINT(-88.2028491 47.4071372)
3/7/16 22:05,USA,Baraboo,WI,Oval,"Baraboo, IW, 3 red / orange objects east of town",43.4704014,-89.7437843,POINT(-89.7437843 43.4704014)
3/7/16 22:00,USA,Wilmington,NC,Light,Aquamarine light in the sky.,34.2257282,-77.9447106,POINT(-77.9447106 34.2257282)
3/7/16 22:00,USA,Herkimer,NY,Formation,"UFO over Herkimer, NY.",43.4911326,-74.9481251,POINT(-74.9481251 43.4911326)
3/7/16 21:54,USA,Wakefield,MA,Circle,Orange lights meteor like object flies overhead,42.506484,-71.0728305,POINT(-71.0728305 42.506484)
3/7/16 21:48,USA,Millbury,MA,Circle,There should be many more witness's to this because it was at a fireworks ,42.1939835,-71.7600701,POINT(-71.7600701 42.1939835)
,,,,,show there where hundreds of folks with their eyes on the sky,,,
11/21/16 23:15,CANADA,Victoria,BC,Other,"A moving glow from something above a cloud over Victoria, BC.",48.4283327,-123.3649268,POINT(-123.3649268 48.4283327)
3/7/16 21:45,USA,Madison,WI,Circle,"Orange orb sighting at night that lasted about 5 minutes in Madison, ",43.074761,-89.3837612,POINT(-89.3837612 43.074761)
,,,,,Wisconsin.,,,
3/7/16 21:42,USA,Sandown,NH,Unknown,"Northbound on 121A, witnessed 2 orange lights pass from NW to SE. They ",42.928698,-71.1870052,POINT(-71.1870052 42.928698)
,,,,,"remained a uniformed distance apart could not estemate speed, th",,,
3/7/16 21:40,USA,Cedar Rapids,IA,Light,Unkown amber pulsating light,41.9758872,-91.6704052,POINT(-91.6704052 41.9758872)
3/7/16 21:30,USA,Wingdale,NY,Light,"July 3rd, 2016. Several dim lights moving back and forth countering each ",41.6470383,-73.5681815,POINT(-73.5681815 41.6470383)
,,,,,"other in the Eastern sky over Wingdale, NY.",,,
3/7/16 21:18,USA,Honolulu,HI,Light,White light moving very fast makes right angle turn.,21.304547,-157.8556763,POINT(-157.8556763 21.304547)
3/7/16 21:10,USA,Riverside,CA,Unknown,Red lights to the North during Patriot High fireworks,33.9533546,-117.3961622,POINT(-117.3961622 33.9533546)
3/7/16 21:00,USA,Aurora,CO,Diamond,"Very slow flying diamond object over our neighborhood july 3, 2016 at ",43.6963371,-98.572246,POINT(-98.572246 43.6963371)
,,,,,approx 9:00pm. ((anonymous report)),,,
3/7/16 20:58,USA,Tanner,AL,Unknown,Scared for our lives,40.2711478,-79.8872723,POINT(-79.8872723 40.2711478)
3/7/16 19:10,USA,Columbia,MD,Formation,"multiple red orbed triangular craft outside washington, DC",39.2156213,-76.8582048,POINT(-76.8582048 39.2156213)
3/7/16 16:45,USA,Seffner,FL,Disk,I was taking a picture over my neighbor house. Then was going to send to ,27.998541,-82.2748839,POINT(-82.2748839011491 27.998541)
,,,,,them. When I looked at picture saw a weird image.,,,
11/21/16 18:25,USA,Riverdale,GA,Oval,For the past 4 days I've seen this bright light in the sky and it's ,33.5726113,-84.4132593,POINT(-84.4132593 33.5726113)
,,,,,stationary for a few minutes and then it's gone. It's not far from,,,
3/7/16 14:00,USA,Ogunquit,ME,Circle,While sitting on the beach just S of the Ogunquit River outlet to the ,43.2489755,-70.59922,POINT(-70.59922 43.2489755)
,,,,,"Atlantic Ocean, on July 3,2016, at approximately 2:00 - 2:30",,,
3/7/16 9:20,USA,Madison Heights,VA,Triangle,Three red lights in triangle shape hovering.,37.4309757,-79.1230794,POINT(-79.1230794 37.4309757)
3/7/16 5:30,USA,Atlanta,ID,Unknown,My friend and I were sitting outside of our campsite watching the sunrise ,43.8015666,-115.1267473,POINT(-115.1267473 43.8015666)
,,,,,over the mountains and suddenly a bright flash appeared in th,,,
3/7/16 4:13,USA,Durango,CO,Other,"While on vacation over the 4th of July weekend, I witnessed a UFO in the ",37.2753739,-107.8799421,POINT(-107.8799421 37.2753739)
,,,,,"sky directly east of the Tamarron Resort near Durango, Colorad",,,
3/7/16 4:00,USA,Rootstown,OH,Unknown,Eratic white and red light flying near the horizon,41.0990792,-81.24249,POINT(-81.24249 41.0990792)
3/7/16 1:45,USA,Santa Fe,NM,Light,Blinking lights on for several seconds getting super bright and fadding out ,35.6869996,-105.9377996,POINT(-105.9377996 35.6869996)
,,,,,", a smoke orb flying low ,giant green orb very fast",,,
3/7/16 1:30,CANADA,Surrey,BC,Unknown,Blue crown light formation over Burnaby.,49.1850834,-122.8446548,POINT(-122.8446548 49.1850834)
3/7/16 1:08,USA,Missoula,MT,Fireball,Blue fireball first lit up cloud then fell below the cloud towards SE. Very ,46.8700801,-113.9952795,POINT(-113.9952795 46.8700801)
,,,,,visible and bright with long tail and 2-3 second viewing.,,,
3/7/16 1:00,USA,Jersey city,NJ,Rectangle,The aircraft was silver and gray. It looked like an arrowhead. The lights ,40.7281575,-74.0776416,POINT(-74.0776416 40.7281575)
,,,,,were orange.,,,
3/7/16 0:08,USA,Alberton,MT,Flash,There was a bright flash of light.,47.001587,-114.4734549,POINT(-114.4734549 47.001587)
12/16/16 23:30,USA,Rio Rancho,NM,Fireball,The mysterious sound and wake of an explosion in Rio Rancho.,35.269381,-106.6328189,POINT(-106.6328189 35.269381)
11/21/16 18:00,USA,Fountain Hill,AR,Light,"~6pm each night towards west, before sunset a bright white light appears, ",33.3578937,-91.8504083,POINT(-91.8504083 33.3578937)
,,,,,its so bright it radiates. ((NUFORC Note: Planet? PD)),,,
3/7/16 0:00,USA,Dyersville,IA,Fireball,((CRAZY??)) The object was flying south bound in the sky. Looked like a ,42.4844404,-91.1229135,POINT(-91.1229135 42.4844404)
,,,,,giant orange/red candle flame. Was floating up and down.,,,
2/7/16 23:45,USA,Friendswood,TX,Sphere,A solid red light that flashed green was stationary for 4 minutes and moved ,29.5293998,-95.2010446,POINT(-95.2010446 29.5293998)
,,,,,in one direction quickly then swayed left to right.,,,
2/7/16 23:00,USA,Memphis,TN,Triangle,"We were on river front, looking up into the sky when we noticed a low ",35.1490215,-90.0516284,POINT(-90.0516284 35.1490215)
,,,,,"flying gray triangle with a short tail..on this tail, between 6 a",,,
2/7/16 22:30,USA,Sequoia National Park,CA,Flash,Flashing light high above Sequoia National Park on July 4th weekend.,36.49584065,-118.5599193,POINT(-118.559919284386 36.49584065)
2/7/16 22:30,USA,Downers Grove,IL,Fireball,"silent orange ball of fiery light over Downers Grove, Illinois",41.7946074,-88.0068998,POINT(-88.0068998 41.7946074)
2/7/16 22:30,USA,Brighton,CO,Fireball,Myself my girlfriend and two other friends witnessed a bright Amber orb. ,39.9852617,-104.8205282,POINT(-104.8205282 39.9852617)
,,,,,((anonymous report)),,,
2/7/16 22:28,USA,Lafayette,CA,Light,"Bright white light moving northerly to southerly, slowly dimming to ",37.8857582,-122.11802,POINT(-122.11802 37.8857582)
,,,,,"unobservable, not ISS or aircraft, it lasted about 2 minutes.",,,
2/7/16 22:15,USA,Warwick,RI,Circle,Red spherical light with green moving light and no white light.,41.7002024,-71.4161107,POINT(-71.4161107 41.7002024)
2/7/16 22:00,USA,Wolcott,CT,Circle,Craft after craft disappear under a clear starey night,42.237595,-71.1317019,POINT(-71.1317019 42.237595)
2/7/16 21:30,USA,Lively Grove,IL,Fireball,"Orange fireball heading east to west, then went upward and dissappeared.",38.3064384,-89.6114823,POINT(-89.6114823 38.3064384)
11/21/16 18:00,USA,Ventura,CA,Circle,Round glowing ball changes shape. ((NUFORC Note: Probably a celestial ,34.364744,-119.3105822,POINT(-119.310582204204 34.364744)
,,,,,"body…a star or planet, we suspect. PD))",,,
2/7/16 21:30,USA,East Windsor,CT,Light,Yellow light hovering in the sky. ((anonymous report)),41.7788052,-88.4200423,POINT(-88.4200423 41.7788052)
2/7/16 21:03,USA,Phoenix,AZ,Light,3 Moving Lights with Large Trails in Phoenix form a Triangle in the Night ,33.4485866,-112.0773455,POINT(-112.0773455 33.4485866)
,,,,,Sky,,,
2/7/16 21:00,USA,Kawaihae,HI,Light,"A bright green light, like a giant traffic light, lit up for 2 seconds, ",20.039805,-155.8280179,POINT(-155.8280179 20.039805)
,,,,,twice in 20 second illuminating five miles of mountain range.,,,
2/7/16 21:00,USA,Blaine,TN,Fireball,My boyfriend and l we're traveling toward Rutledge when we seen several ,36.1542508,-83.7040703,POINT(-83.7040703 36.1542508)
,,,,,glowing lights in the sky at first we thought maybe someone rea,,,
2/7/16 20:38,USA,Lisman,AL,Circle,Bright red circle hovering very high above in the Western sky towards ,32.1687554,-88.282525,POINT(-88.282525 32.1687554)
,,,,,"Yantley, AL. Looked as if it was a planet such as Mars, but spark",,,
2/7/16 15:21,USA,Columbia,TN,Fireball,I was sitting on my couch when i seen a object rising slowly into the air ,35.6150716,-87.035283,POINT(-87.035283 35.6150716)
,,,,,out of my window. Myself and 2 others went outside and watche,,,
2/7/16 9:24,USA,Medford,NJ,Sphere,Sphere moved from north to west and hovered growing brighter and larger and ,39.9009472,-74.823496,POINT(-74.823496 39.9009472)
,,,,,then vanished without a trace,,,
1/7/16 23:55,USA,Boise,ID,Light,"Saw three lights. The first started out low on the north horizon, moving ",43.61656,-116.2008349,POINT(-116.2008349 43.61656)
,,,,,from North to South. Second started in the same spot but seem,,,
1/7/16 23:30,USA,placitas,NM,Circle,Revolving lights in clouds over village of Placitas. ((NUFORC Note: ,33.3772919,-107.4330911,POINT(-107.4330911 33.3772919)
,,,,,Advertising lights?? PD)),,,
1/7/16 23:05,CANADA,Lethbridge,AB,Light,Red object with severe elevation changes and erratic movements during ,49.694285,-112.8515619,POINT(-112.8515619 49.694285)
,,,,,"fireworks show in Lethbridge, Alberta.",,,
11/21/16 17:00,USA,Alexandria,VA,Fireball,This was a fireball quit and quick and Big.,33.7237617,-116.2673236,POINT(-116.2673236 33.7237617)
1/7/16 23:00,USA,Lodi,CA,Diamond,Multi-colored diamond or triangular shaped objects seen every night for the ,38.1301968,-121.2724472,POINT(-121.2724472 38.1301968)
,,,,,last 2-3 months.,,,
1/7/16 22:20,USA,Covington,GA,Other,My wife saw multiple glowing angels in the sky often forming circles.,33.5967815,-83.8601826,POINT(-83.8601826 33.5967815)
,,,,,,,,
